[37, 50, 42]
[40, 48, 41]
[41, 49, 39]
[41, 51, 44]
[43, 48, 45]
[36, 49, 39]
[35, 50, 40]
[37, 50, 40]
[26, 41, 35]
[33, 51, 39]
[19, 37, 27]
[30, 50, 36]
[26, 44, 32]
