[313, 245, 23]
[319, 254, 22]
[320, 261, 25]
[312, 264, 20]
[318, 265, 23]
[312, 279, 25]
[323, 262, 22]
[302, 228, 18]
[294, 215, 24]
[193, 129, 11]
[307, 229, 21]
[320, 251, 24]
[293, 218, 19]
[189, 128, 11]
