[39, 119, 15]
[49, 121, 20]
[48, 128, 18]
[46, 123, 16]
[47, 129, 17]
[57, 96, 19]
[48, 118, 18]
[44, 94, 17]
[44, 116, 16]
[44, 117, 14]
[45, 104, 14]
[53, 109, 19]
[48, 116, 12]
[46, 120, 15]
[48, 122, 16]
