[302, 88, 18]
[304, 85, 19]
[299, 83, 20]
[294, 83, 18]
[292, 83, 15]
[296, 85, 18]
[263, 80, 15]
[268, 80, 15]
[262, 86, 15]
[274, 87, 18]
[278, 86, 17]
[276, 85, 18]
[274, 86, 18]
[266, 82, 19]
