[209, 36, 30]
[207, 31, 29]
[205, 35, 25]
[106, 16, 13]
[122, 16, 15]
[180, 29, 27]
[188, 26, 25]
[218, 41, 34]
[211, 35, 24]
[213, 37, 31]
[207, 41, 31]
[114, 26, 17]
[160, 37, 24]
[107, 29, 18]
[189, 34, 27]
[155, 20, 20]
[193, 26, 21]
[194, 27, 26]
